1,31,
29,136,137,
34,356,363,347,370,381,
17,77,98,
12,20,31,67,73,89,51,10,59,12,74,27,40,84,90,48,75,28,22,83,92,65,
32,296,
16,34,45,54,56,46,43,26,29,67,30,61,18,78,16,38,21,76,77,72,36,
41,37,66,75,4,39,64,42,14,45,24,38,73,43,79,23,82,40,68,
50,162,159,157,164,165,
13,225,197,28,168,159,142,77,129,80,191,65,215,146,82,267,236,235,241,259,250,226,242,268,227,
27,122,20,65,74,50,21,80,87,79,30,27,88,120,38,41,54,48,10,51,71,124,42,28,137,75,123,43,99,92,66,70,29,125,55,91,138,45,67,
24,211,228,
26,270,273,283,256,279,262,265,264,275,266,260,282,278,
44,54,
6,143,140,139,146,
18,33,154,247,153,128,132,152,93,208,123,142,134,267,167,143,68,18,52,155,180,129,182,235,44,2,179,92,266,115,69,151,183,76,139,0,102,124,203,9,239,138,47,166,164,246,103,263,137,30,37,120,130,194,207,86,1,31,34,90,101,238,222,259,193,77,
35,172,209,144,203,153,143,142,159,140,207,182,179,165,150,164,146,176,177,204,161,163,187,152,145,
48,94,93,
8,265,317,316,277,292,294,308,293,291,252,287,28,193,101,224,285,208,234,213,244,159,116,278,
33,7,19,15,36,70,69,
45,139,132,156,149,142,
40,202,194,189,
28,352,343,344,
38,157,
3,186,231,197,154,229,
20,135,134,141,142,137,133,
14,241,226,237,
5,480,481,
36,118,
25,233,319,302,287,247,321,303,317,252,
49,171,164,
42,139,
15,58,167,32,84,70,33,21,112,97,126,77,60,144,119,89,113,114,100,26,18,35,40,90,24,150,180,27,118,143,128,37,0,15,170,98,104,135,129,186,56,25,99,105,36,1,20,
10,151,144,124,127,
47,121,197,122,120,162,201,196,164,229,238,239,219,
31,80,9,61,55,8,62,39,52,3,26,0,38,74,59,29,50,
22,86,87,
23,122,146,112,
19,247,231,245,244,243,252,246,
43,227,253,258,
37,44,56,225,196,32,123,92,235,19,159,161,73,34,209,69,12,156,116,71,136,91,75,132,29,166,207,88,224,65,233,226,162,113,158,117,54,68,74,154,137,33,182,139,22,97,41,58,79,199,114,94,111,180,234,10,135,155,133,
46,111,115,110,
4,117,112,
2,80,
21,77,67,
39,346,
7,263,
30,302,319,
11,256,255,254,
9,75,
