"","","mean of x",""
"1",0.652040481008121,0.680849911245815,0.704893394653504
"2",0.706067717235623,0.737081994656785,0.761152665178958
"3",0.300085586307771,0.331028339990039,0.35684405804327
"4",0.319627191011429,0.368893672601795,0.407364655086874
