"","","mean of x","","","mean of x",""
"1",0.815312947482851,0.799705449189985,0.784920687188505,0.873408806990377,0.864304812834225,0.855200818678072
"2",0.707431643814698,0.695052716950527,0.683150979843243,0.769175006857921,0.757,0.744824993142079
"3",0.623630644607613,0.610132932029095,0.597002073351899,0.674443258945734,0.661333333333333,0.648223407720932
"4",0.534418732871511,0.52112188365651,0.508022500334112,0.587287209678026,0.574,0.560712790321974
