"","","mean of x",""
"1",0.715653049472837,0.705157813702848,0.695047113735807
"2",0.727583091309274,0.712449504223283,0.697756200046785
"3",0.723929382682403,0.709759650400583,0.695946814174266
"4",0.724761351046126,0.712952996053104,0.701397768048503
"5",0.716382513531604,0.704894605216149,0.693649363520181
