"","","mean of x","","","mean of x",""
"1",0.733141115013914,0.723462414578588,0.714243859158279,0.83383324243307,0.82,0.80616675756693
"2",0.749476086713961,0.736105393165912,0.723271869992643,0.78484282984403,0.775,0.76515717015597
"3",0.731158239811566,0.716472009665727,0.702317005346997,0.771743111480187,0.757333333333333,0.74292355518648
"4",0.700865957429901,0.681574923547401,0.663124631423907,0.70623213445888,0.694,0.681767865541121
