"","","mean of x",""
"1",0.700371449469865,0.687702265372168,0.675434105692503
"2",0.700655823258957,0.687968441814596,0.675698514733901
"3",0.716005232019541,0.704144282425173,0.692750531851068
"4",0.718274021624144,0.700269334359369,0.682686138368754
"5",0.710982739469684,0.701359223300971,0.692011639823231
