"","","mean of x",""
"1",0.389993358171861,0.38371182458888,0.378034912195117
"2",0.647812553315825,0.63640350877193,0.625512386368785
"3",0.690479578701043,0.67479674796748,0.65963683646113
"4",0.691618414481253,0.679886685552408,0.668464968440786
"5",0.695744674407321,0.685252525252525,0.675137263760017
