"","","mean of x",""
"1",0.151788192389111,0.198962619856058,0.23820463716108
"2",0.257912878205951,0.295533940251506,0.327770151123851
"3",0.269021826554113,0.296742999240122,0.320241396055186
"4",0.264937324697818,0.290320907062096,0.312100640504364
"5",0.273403678809296,0.296896266827469,0.317240819360379
