"","","mean of x",""
"1",0.286991707048619,0.31842761793977,0.345111991143818
"2",0.255827576694593,0.283743137746121,0.30770069881326
"3",0.337552368105006,0.368154704879402,0.393962097222658
"4",0.277093240238938,0.300662751865211,0.321059124404629
