"","","mean of x",""
"1",0.280805904195344,0.316110478184893,0.345722397491309
"2",0.302893764329031,0.327425846928995,0.348404165851502
"3",0.297526848592075,0.320077146542013,0.339513920721388
"4",0.323687804732653,0.351163471128439,0.374819418048397
