23,0,
48,0,
38,109,
8,122,104,50,90,
15,129,119,84,111,
7,180,209,176,157,221,229,
28,41,96,108,107,
35,293,283,295,282,292,284,224,218,201,245,301,294,173,254,275,277,199,279,188,268,214,223,200,253,194,
29,353,358,346,350,344,339,359,
47,347,361,357,364,348,355,358,345,325,326,222,332,273,
45,249,238,258,235,256,231,
19,144,138,
41,56,57,154,162,46,3,20,67,44,15,23,176,137,184,190,192,22,35,173,76,170,181,175,0,
4,296,293,325,315,313,324,297,294,298,306,292,314,291,290,303,299,258,256,265,278,259,277,300,255,274,
21,342,278,290,310,311,267,295,285,265,284,279,268,329,188,196,147,101,218,125,212,198,193,203,326,81,341,82,190,143,85,221,98,220,96,223,166,233,232,266,136,186,76,135,162,222,129,111,120,283,61,142,127,296,106,315,126,79,327,170,206,124,192,169,300,184,171,191,239,202,172,100,216,122,264,123,176,112,56,235,103,133,214,132,180,280,108,175,113,149,163,84,258,275,282,197,137,159,55,80,299,109,312,62,131,281,328,140,215,
42,115,57,130,90,60,108,72,84,58,94,85,101,102,118,116,69,70,46,131,114,96,126,109,95,80,61,117,103,
6,106,213,52,67,129,107,214,124,145,191,231,4,21,33,20,211,32,146,51,192,233,15,212,8,125,151,2,230,50,165,229,104,150,31,48,232,234,226,204,185,
12,50,27,22,83,90,23,28,13,61,76,29,18,10,84,20,40,85,31,2,21,91,5,33,57,32,14,19,12,66,4,92,3,43,9,1,24,44,67,45,46,56,49,36,34,77,60,68,11,55,
37,226,225,204,102,107,88,159,121,129,130,213,177,162,92,87,215,95,75,216,74,145,161,86,113,89,167,217,100,78,114,175,202,106,117,133,131,122,61,111,
9,463,486,246,365,488,508,249,134,468,490,432,430,74,41,318,56,341,485,492,407,470,155,505,296,202,339,57,157,203,110,58,180,469,156,158,251,92,450,388,
34,76,266,241,182,22,162,104,123,180,164,247,259,267,99,320,309,225,117,183,265,317,140,144,11,96,56,297,274,88,223,70,270,127,9,50,264,143,137,
11,30,5,31,41,58,4,29,8,45,52,7,19,44,22,13,12,28,15,43,21,50,
