33,19,30,33,34,
1,75,64,
18,80,76,85,
23,111,110,
43,141,
10,407,408,
36,181,
49,90,104,
40,77,100,71,94,101,
32,555,565,560,
24,86,61,76,
2,160,242,228,236,
39,190,189,201,
14,111,145,110,141,134,70,94,87,144,
44,154,157,
21,239,244,176,191,211,210,
3,102,111,
9,125,115,
12,92,63,12,45,99,55,84,44,88,51,23,50,67,
37,27,29,205,210,203,0,31,87,134,218,192,216,
35,218,216,235,
27,98,129,94,33,195,177,53,74,154,125,90,148,151,70,266,65,137,239,49,
34,159,95,111,135,108,96,166,128,125,124,
38,130,128,83,108,125,112,113,160,
48,70,98,147,150,151,152,153,154,155,
8,234,146,175,163,159,149,268,220,192,144,164,193,153,188,140,194,
19,89,
31,377,366,
22,193,196,224,209,207,
5,151,165,174,137,
29,5,43,26,45,24,73,11,18,54,20,55,22,38,74,52,
47,499,486,
25,96,70,76,110,72,86,79,107,74,95,77,101,111,84,99,
11,274,276,
46,312,457,430,440,458,265,301,275,
13,37,137,60,119,46,
17,170,172,
20,213,155,270,181,125,143,142,80,227,58,52,81,115,283,246,70,161,98,251,146,89,145,230,163,50,31,289,42,71,29,153,267,106,165,113,112,30,243,237,95,250,68,21,162,219,111,43,56,176,186,201,114,168,84,116,96,268,244,40,288,107,41,90,188,278,277,53,167,59,74,19,
6,283,297,269,196,228,265,281,206,256,192,290,291,288,236,296,238,181,166,249,282,241,179,298,251,207,299,178,248,263,242,224,264,223,305,222,292,237,239,209,240,195,
15,62,144,126,140,183,252,63,109,164,37,123,220,203,201,47,207,170,253,132,141,218,116,224,
30,150,
4,115,117,138,128,75,155,105,165,69,164,121,119,154,66,149,77,131,142,111,107,23,88,106,110,135,163,166,141,140,153,139,122,
41,149,50,67,34,70,64,25,95,54,108,38,52,151,63,165,104,107,13,73,122,53,119,28,68,69,24,49,111,99,65,96,82,66,171,100,39,155,41,113,42,81,174,86,127,79,
28,113,127,
45,160,166,194,189,188,
50,68,18,
16,110,138,120,147,121,113,115,112,126,148,130,117,127,128,137,129,116,
7,39,145,143,56,98,89,137,8,117,124,68,152,13,
26,64,81,100,65,95,25,39,113,34,50,112,24,10,35,114,103,
42,77,94,71,74,82,76,83,73,2,48,
