4,99,
39,153,182,154,188,192,195,220,
44,197,154,165,164,167,171,160,128,185,98,101,149,118,133,
20,238,239,246,250,
12,191,195,
24,154,134,129,177,123,142,127,156,119,172,143,178,163,
42,79,
40,129,140,137,133,127,110,131,114,39,38,13,77,32,123,98,
48,72,
8,141,130,156,148,
38,331,295,339,300,356,368,345,227,267,328,225,310,280,292,379,274,317,289,371,299,394,246,258,336,397,255,72,309,318,204,346,343,179,219,316,319,377,201,393,198,329,
30,3,5,11,12,0,6,2,
41,54,49,
18,212,216,
22,39,60,46,29,63,40,19,48,22,47,72,
43,93,89,132,131,146,52,34,72,91,125,66,88,145,143,111,114,60,54,144,39,126,69,57,113,71,137,73,106,11,86,138,35,45,61,28,105,10,13,65,12,51,36,31,46,21,33,59,38,64,48,49,55,56,27,85,4,3,142,50,119,123,44,20,58,37,42,
14,80,84,
25,64,90,45,79,35,60,106,16,103,89,110,50,119,104,82,111,98,8,65,102,107,67,48,120,36,117,91,37,61,85,118,114,75,105,122,92,83,27,9,18,97,
36,187,129,178,80,158,84,82,203,145,63,169,85,205,171,168,67,188,79,209,198,206,199,207,204,103,120,47,212,190,196,197,181,137,66,191,202,170,200,179,167,62,166,68,78,128,96,189,138,144,61,201,65,208,123,86,104,177,52,122,180,51,112,124,111,127,143,157,155,87,53,69,156,46,59,142,154,126,107,64,139,95,140,153,105,121,88,70,48,110,71,45,72,77,93,28,40,42,57,141,39,33,54,60,44,94,32,34,
50,39,103,41,60,51,15,42,82,17,21,16,23,91,10,116,50,6,71,18,81,94,3,11,26,93,25,7,132,125,133,12,70,83,92,104,24,13,4,62,5,126,27,85,117,8,84,52,9,19,2,1,95,105,14,106,61,20,96,
7,51,84,94,87,22,38,159,23,65,161,2,10,125,66,76,133,58,175,98,112,158,143,135,55,77,79,126,105,160,93,104,151,134,41,61,144,167,43,44,141,81,16,136,122,109,127,149,80,106,111,39,101,181,100,153,88,91,63,121,146,82,139,60,83,31,11,17,62,37,187,34,107,49,3,103,131,145,140,40,154,21,8,47,114,42,54,186,119,108,89,
