33,64,
48,135,136,111,124,157,41,140,
37,62,75,42,79,93,92,
8,240,283,261,
23,51,36,18,83,
7,187,
40,173,226,256,230,210,214,135,
42,280,291,257,
2,205,
38,160,206,189,175,223,109,69,166,224,168,162,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,
34,162,136,185,175,
24,201,312,213,339,241,344,276,268,
14,61,110,77,146,123,153,94,
6,231,225,
15,180,46,109,165,178,120,176,215,
30,193,196,165,137,
26,67,38,44,124,16,3,64,133,
44,69,137,112,106,123,138,155,141,
21,165,141,182,207,129,117,
3,46,50,101,43,23,
25,173,57,172,144,164,26,128,65,17,119,
47,315,346,
10,59,87,
22,133,139,107,111,95,86,
31,130,146,162,113,155,
29,68,30,42,84,36,
5,81,79,25,113,121,73,34,
19,272,276,283,
18,121,189,104,167,151,196,145,173,157,117,149,172,194,237,
1,82,66,83,111,76,25,117,35,27,118,
41,133,148,116,107,75,128,29,222,80,37,192,
4,136,17,57,45,92,28,
32,89,127,148,147,128,88,92,108,217,175,260,111,
27,130,110,58,16,121,
35,318,360,324,288,49,
17,269,282,238,284,
20,134,133,123,138,120,
13,132,38,80,156,123,138,114,30,
11,72,108,123,170,73,168,185,58,
46,69,94,42,57,74,68,79,64,
43,82,
49,97,62,117,
36,5,98,27,84,83,127,
12,16,
9,180,161,174,102,111,37,62,108,112,
45,69,84,28,100,75,
16,54,74,59,104,77,
28,101,80,68,46,117,103,143,
50,71,175,
