"","","mean of x",""
"1",0.288409745279928,0.301305493827621,0.312556446839952
"2",0.300954738892387,0.320090013257927,0.336485279484392
"3",0.300953458924948,0.320465319645142,0.337513815806157
"4",0.262326354034255,0.281802028672484,0.298832322608129
"5",0.266902643641693,0.283154176312032,0.297424259801483
