5,69,
25,124,122,
3,97,90,
63,246,245,
7,51,52,
69,58,100,
74,44,
11,95,
95,121,147,130,
96,41,31,
41,44,
46,110,
43,11,
36,76,79,77,78,
39,70,71,74,
82,60,49,51,50,
86,35,25,
73,38,
72,89,71,81,79,70,69,85,78,
12,61,50,56,55,60,49,59,52,53,
35,86,80,
80,39,48,35,25,52,49,27,50,45,53,38,51,54,58,60,59,61,36,68,62,16,46,55,63,
15,68,79,22,81,1,44,67,78,12,55,5,87,33,86,77,32,21,11,4,0,66,91,85,
97,98,97,96,
79,75,79,74,46,83,71,80,70,72,60,36,66,55,28,65,21,73,61,45,49,63,
1,52,63,81,40,95,73,88,51,80,87,72,62,39,38,29,71,79,61,50,28,78,70,60,37,49,59,48,27,
34,14,
23,26,50,
98,80,47,69,89,39,81,45,27,62,46,17,74,18,2,28,8,55,9,44,34,40,50,42,32,
91,288,287,279,
65,92,72,71,90,61,85,22,42,36,70,83,52,64,7,41,91,45,1,87,93,63,86,69,55,81,31,78,84,
47,38,28,42,33,12,17,22,15,41,
77,25,46,36,26,21,31,37,38,27,52,57,42,32,
20,39,37,53,40,38,36,44,35,34,43,33,26,27,
10,32,45,53,26,105,25,35,72,28,44,63,43,112,41,50,52,21,33,39,51,109,82,31,24,29,30,40,22,
92,27,2,9,41,15,33,
52,36,35,
48,43,44,42,68,45,57,36,35,34,46,58,37,38,47,27,28,48,21,39,59,29,
53,94,55,86,66,76,85,44,77,43,75,84,65,42,54,83,53,74,30,73,41,29,64,72,
37,214,
17,127,110,
99,59,60,73,61,62,63,64,48,49,47,51,52,50,54,53,55,43,41,38,39,40,45,42,44,46,
62,34,32,
58,4,0,17,6,12,2,3,11,7,27,9,5,8,55,13,32,28,43,
66,77,61,76,69,75,60,
89,3,62,56,42,13,34,26,49,2,61,7,55,60,41,12,18,25,59,
14,123,125,
64,46,48,49,30,31,
40,45,34,46,57,59,47,35,48,51,36,49,50,25,37,26,27,28,38,41,39,
57,189,186,181,175,185,180,
42,80,84,79,78,77,73,75,70,76,69,68,67,71,72,74,57,66,56,58,65,60,59,54,64,55,61,43,
8,29,31,19,18,28,38,32,25,39,33,37,40,44,26,46,45,
21,32,36,35,33,37,
54,159,
61,34,44,25,52,35,17,10,0,1,53,18,45,36,
2,22,8,46,30,43,69,23,39,33,54,52,77,60,85,32,96,51,31,47,40,62,68,41,42,
59,90,76,
18,146,148,162,149,164,150,151,154,153,152,139,137,136,138,142,143,
26,13,3,7,
29,159,145,171,
31,20,48,33,65,0,3,81,10,21,95,34,4,49,22,11,12,66,35,5,23,14,82,50,13,
22,25,17,1,60,54,47,40,33,18,2,26,10,55,48,41,
76,13,29,7,11,
27,45,76,
13,64,98,37,69,38,84,99,54,39,100,70,101,85,55,71,40,86,56,26,41,72,87,27,88,89,57,73,42,58,28,74,
68,164,141,142,155,143,156,144,157,145,146,147,
33,82,51,23,28,17,90,86,34,60,70,42,22,87,16,81,21,9,50,27,13,88,69,
94,71,85,
49,159,
45,1,79,25,16,45,80,67,8,46,83,81,76,68,57,17,2,9,26,77,84,47,
90,67,81,38,24,95,68,53,25,116,39,107,82,26,54,69,96,14,83,40,15,117,27,108,16,55,41,84,28,97,17,
60,47,92,61,54,100,46,53,69,76,45,60,83,52,91,68,99,75,59,
24,135,138,
16,53,49,54,52,6,4,42,7,48,5,14,10,9,36,8,30,19,41,44,
6,84,110,132,25,83,131,97,121,139,138,130,109,38,53,137,24,129,96,120,119,82,67,52,108,128,37,81,95,118,117,127,23,126,107,51,106,116,36,66,94,
78,24,22,68,12,64,66,21,23,5,0,29,61,20,
87,109,
44,70,71,
4,95,70,56,43,104,83,31,42,23,55,54,30,22,94,68,69,93,21,82,103,29,41,20,40,81,67,53,
85,59,
19,66,
51,83,110,59,9,72,104,2,45,111,94,39,23,3,16,38,60,30,46,8,105,95,84,54,6,22,4,7,17,
38,19,28,20,
75,74,78,73,72,
81,48,59,71,83,30,106,95,22,9,15,4,39,49,115,60,72,84,23,31,10,96,40,50,107,116,61,73,85,
55,71,59,103,46,112,33,0,72,95,60,104,84,10,113,96,73,85,121,105,61,22,106,120,122,48,97,
67,56,48,49,
93,28,44,36,29,45,39,38,37,30,23,31,0,32,33,27,24,
84,43,49,55,54,50,52,67,71,53,80,66,61,65,79,64,62,89,
28,159,134,123,145,115,154,86,104,62,
9,94,67,76,57,85,31,8,86,
70,63,53,
100,137,143,117,
88,29,25,32,15,38,39,22,16,6,7,
56,37,23,38,31,
