8,14,
96,38,
21,61,
92,75,
44,57,65,
4,143,147,
1,85,
30,91,90,
50,55,
39,13,
36,127,124,
43,91,92,
77,155,156,157,
32,109,
67,54,61,53,
93,178,171,
64,90,
14,157,
40,58,57,
7,137,
22,71,55,74,49,
53,43,36,48,47,42,35,41,
63,140,112,127,139,96,
47,158,142,165,
56,23,6,65,57,10,22,
59,66,
18,103,58,
95,96,89,85,
94,96,94,99,
78,22,
87,145,
12,185,184,
83,77,80,
72,121,82,81,104,80,156,139,83,85,84,172,79,122,218,105,188,65,203,140,157,78,64,66,219,123,67,63,62,86,48,106,61,189,39,87,68,204,173,49,69,47,51,40,60,50,38,45,59,37,24,46,158,52,124,141,36,44,70,220,35,107,55,77,56,
98,84,40,69,41,55,85,27,70,42,56,71,43,57,30,44,72,31,58,
51,115,118,89,109,100,83,
19,173,174,175,181,182,176,183,
85,59,60,64,47,48,52,54,53,51,50,49,55,37,46,38,40,43,39,42,41,45,44,28,
33,41,29,114,53,123,78,5,16,40,65,90,27,28,52,4,113,15,102,77,39,122,139,138,64,89,51,38,3,14,101,26,76,25,63,50,
82,63,67,49,
5,52,76,60,44,67,75,59,51,66,43,65,50,58,57,49,42,56,55,34,48,41,33,47,40,32,
31,0,13,54,97,84,91,103,108,25,32,62,19,9,1,39,70,5,47,2,15,98,78,55,85,26,20,
65,77,
91,12,
46,18,5,15,27,26,6,40,35,17,24,25,
41,88,82,74,102,98,94,93,81,64,73,87,86,63,80,
89,38,108,51,26,81,10,17,6,5,113,107,
66,58,102,14,26,37,79,48,15,69,97,89,1,2,38,27,59,103,3,16,106,49,4,80,90,70,28,60,
37,52,53,42,24,33,
17,72,71,70,68,113,67,66,61,63,62,65,59,64,60,58,57,56,54,53,52,55,51,50,45,49,48,46,47,41,
10,77,74,46,56,
20,115,162,58,65,146,50,156,114,96,104,148,77,158,157,145,136,155,76,86,131,85,149,137,
86,56,61,45,47,67,76,75,46,66,48,35,49,22,62,55,33,34,44,23,50,36,24,11,63,64,37,
11,102,101,100,94,98,95,99,96,97,93,36,91,92,83,45,82,35,63,90,73,26,89,54,44,81,84,88,3,72,80,
15,28,14,23,4,18,45,25,7,27,11,53,10,15,19,36,41,24,12,
16,210,209,207,208,206,
6,36,11,20,29,4,19,35,10,33,34,28,3,32,
38,124,131,107,126,
23,104,
34,82,83,79,
74,31,25,26,27,30,24,28,
73,46,64,35,75,24,70,63,55,45,34,15,14,62,23,69,54,13,44,6,33,
99,25,31,38,19,37,30,36,24,
62,49,50,48,33,61,51,28,40,52,75,64,76,63,18,62,65,77,78,66,53,41,80,
58,2,61,57,52,51,45,53,19,38,55,44,1,24,31,43,47,50,56,54,
97,137,124,114,136,60,130,75,
79,26,55,41,34,11,48,19,12,5,27,62,56,20,42,35,49,63,28,13,
29,81,53,65,67,66,72,73,54,71,63,70,68,42,61,69,62,55,57,56,60,43,59,58,44,51,52,32,46,45,
26,54,37,83,88,77,29,38,84,55,89,64,30,85,78,
100,13,
70,22,15,37,3,
60,30,
49,72,75,67,62,68,63,
45,1,86,71,49,8,87,20,100,101,81,99,98,33,64,115,97,102,114,113,72,80,116,7,0,88,48,112,63,32,19,117,
9,51,53,47,52,50,49,45,44,38,41,39,40,43,42,30,
28,202,239,261,253,220,184,116,201,252,166,
75,96,103,
81,21,40,39,35,30,20,25,15,7,13,12,5,29,6,
55,87,34,0,43,46,68,65,9,31,21,55,16,57,58,54,45,69,73,59,10,35,1,42,89,63,
13,3,14,21,9,28,35,15,10,
35,35,
80,36,92,81,71,44,61,14,52,19,24,101,30,93,37,72,82,53,62,45,102,94,31,83,54,
2,22,
54,92,104,
61,25,35,42,37,24,19,23,18,33,
25,5,55,24,66,34,
48,72,70,71,68,69,54,53,
52,4,8,22,9,29,15,16,1,
84,39,45,46,19,53,32,15,22,33,
57,4,
42,61,77,44,31,88,72,40,33,55,9,14,54,4,15,94,81,42,52,43,22,66,41,23,
3,18,58,100,60,102,96,88,104,97,84,59,103,86,79,74,46,78,89,44,31,57,29,75,9,73,45,32,63,20,19,76,77,30,94,90,91,62,61,
88,249,173,216,143,230,229,240,202,74,
69,20,8,90,129,
68,16,56,63,57,24,49,58,64,68,50,33,25,
27,79,78,68,
76,49,71,13,35,23,34,80,19,30,33,63,48,85,42,120,79,62,56,47,94,32,43,131,31,44,140,46,147,57,61,72,78,45,119,107,93,
24,98,92,67,32,117,1,45,33,57,77,86,21,68,10,99,116,104,93,115,78,109,94,58,87,114,2,113,34,106,
