"","","mean of x","","","mean of x",""
"1",0.0498798699646793,0.0474240079012822,0.0451629631476878,0.420404460293868,0.446215290801467,0.467922610362377
"2",0.0617735843902805,0.0640156418888916,0.0660715377447439,0.328778879483275,0.36103226459062,0.388117112805132
"3",0.0444818309125611,0.0387222597753336,0.0334091708107063,0.260867752507862,0.304026061450717,0.339211115188454
"4",0.0672512567455213,0.0622911897953546,0.0577200792126625,0.214119738157117,0.252413049987873,0.284230029344624
